year,state_po,party,candidatevotes
2020,CO,republican,1497
2020,CO,republican,14233
2020,CO,republican,91489
2020,CO,republican,4284
2020,CO,republican,2135
2020,CO,republican,8087
2020,CO,republican,56894
2020,CO,republican,427
2020,CO,republican,5670
2020,CO,republican,9306
2020,CO,republican,16770
2020,CO,republican,9593
2020,CO,republican,5756
2020,CO,republican,1577
2020,CO,republican,1958
2020,CO,republican,2780
2020,CO,republican,4008
2020,CO,republican,42252
2020,CO,republican,3061
2020,CO,republican,3660
2020,CO,republican,5925
2020,CO,republican,1413
2020,CO,republican,202
2020,CO,republican,1136
2020,CO,republican,1121
2020,CO,republican,5322
2020,CO,republican,11241
2020,CO,republican,2595
2020,CO,republican,96145
2020,CO,republican,4107
2020,CO,republican,121270
2020,CO,republican,16295
2020,CO,republican,6991
2020,MN,democrat,3607
2020,MN,democrat,100893
2020,MN,democrat,6589
2020,MN,democrat,11426
2020,MN,democrat,7280
2020,MN,democrat,1053
2020,MN,democrat,18330
2020,MN,democrat,4753
2020,MN,democrat,10098
2020,MN,democrat,30774
2020,MN,democrat,6342
2020,MN,democrat,2226
2020,MN,democrat,11806
2020,MN,democrat,16357
2020,MN,democrat,1260
2020,MN,democrat,2496
2020,MN,democrat,1834
2020,MN,democrat,13726
2020,MN,democrat,146155
2020,MN,democrat,4079
2020,MN,democrat,7868
2020,MN,democrat,2531
2020,MN,democrat,4551
2020,MN,democrat,6889
2020,MN,democrat,11806
2020,MN,democrat,1300
2020,MN,democrat,532623
2020,MN,democrat,4853
2020,MN,democrat,4462
2020,MN,democrat,7138
2020,MN,democrat,10786
2020,MN,democrat,1745
2020,MN,democrat,2774
2020,MN,democrat,8440
2020,MN,democrat,1006
2020,MN,democrat,2659
2020,MN,democrat,1446
2020,MN,democrat,3647
2020,MN,democrat,671
2020,MN,democrat,5672
2020,MN,democrat,937
2020,MN,democrat,4634
2020,MN,democrat,6413
2020,MN,democrat,1112
2020,MN,democrat,1295
2020,MN,democrat,3305
2020,MN,democrat,3867
2020,MN,democrat,4404
2020,MN,democrat,4367
2020,MN,democrat,8899
2020,MN,democrat,1449
2020,MN,democrat,9622
2020,MN,democrat,2933
2020,MN,democrat,1404
2020,MN,democrat,49491
2020,MN,democrat,11958
2020,MN,democrat,2568
2020,MN,democrat,5419
2020,MN,democrat,1306
2020,MN,democrat,5439
2020,MN,democrat,2477
2020,MN,democrat,211620
2020,MN,democrat,691
2020,MN,democrat,2355
2020,MN,democrat,2496
2020,MN,democrat,17402
2020,MN,democrat,1556
2020,MN,democrat,2188
2020,MN,democrat,67704
2020,MN,democrat,40040
2020,MN,democrat,18065
2020,MN,democrat,2417
2020,MN,democrat,31879
2020,MN,democrat,7917
2020,MN,democrat,1922
2020,MN,democrat,1784
2020,MN,democrat,3286
2020,MN,democrat,661
2020,MN,democrat,4696
2020,MN,democrat,2023
2020,MN,democrat,3496
2020,MN,democrat,89165
2020,MN,democrat,1987
2020,MN,democrat,1026
2020,MN,democrat,13333
2020,MN,democrat,28430
2020,MN,democrat,1688
2020,MN,republican,6258
2020,MN,republican,104902
2020,MN,republican,12438
2020,MN,republican,12188
2020,MN,republican,14382
2020,MN,republican,1863
2020,MN,republican,16731
2020,MN,republican,9552
2020,MN,republican,9791
2020,MN,republican,34009
2020,MN,republican,11620
2020,MN,republican,4250
2020,MN,republican,21916
2020,MN,republican,15043
2020,MN,republican,3372
2020,MN,republican,1203
2020,MN,republican,4165
2020,MN,republican,25676
2020,MN,republican,109638
2020,MN,republican,7783
2020,MN,republican,15799
2020,MN,republican,5191
2020,MN,republican,7301
2020,MN,republican,9578
2020,MN,republican,16052
2020,MN,republican,2269
2020,MN,republican,205973
2020,MN,republican,6334
2020,MN,republican,8202
2020,MN,republican,16491
2020,MN,republican,15239
2020,MN,republican,3948
2020,MN,republican,6278
2020,MN,republican,14437
2020,MN,republican,1546
2020,MN,republican,4131
2020,MN,republican,2528
2020,MN,republican,3393
2020,MN,republican,1704
2020,MN,republican,10775
2020,MN,republican,2121
2020,MN,republican,7979
2020,MN,republican,13986
2020,MN,republican,1142
2020,MN,republican,3721
2020,MN,republican,7480
2020,MN,republican,9359
2020,MN,republican,9952
2020,MN,republican,14821
2020,MN,republican,10025
2020,MN,republican,3363
2020,MN,republican,9018
2020,MN,republican,5600
2020,MN,republican,1953
2020,MN,republican,39692
2020,MN,republican,23800
2020,MN,republican,4532
2020,MN,republican,10256
2020,MN,republican,3553
2020,MN,republican,9865
2020,MN,republican,4417
2020,MN,republican,77376
2020,MN,republican,1454
2020,MN,republican,5771
2020,MN,republican,5467
2020,MN,republican,17464
2020,MN,republican,3583
2020,MN,republican,6065
2020,MN,republican,49017
2020,MN,republican,45872
2020,MN,republican,36222
2020,MN,republican,5864
2020,MN,republican,50959
2020,MN,republican,12656
2020,MN,republican,3044
2020,MN,republican,3316
2020,MN,republican,9753
2020,MN,republican,1172
2020,MN,republican,8153
2020,MN,republican,5520
2020,MN,republican,6624
2020,MN,republican,73764
2020,MN,republican,3103
2020,MN,republican,2328
2020,MN,republican,13227
2020,MN,republican,51973
2020,MN,republican,3734
2020,ID,republican,130699
2020,ID,republican,1941
2020,ID,republican,23331
2020,ID,republican,2914
2020,ID,republican,3878
2020,ID,republican,15295
2020,ID,republican,4032
2020,ID,republican,3485
2020,ID,republican,18369
2020,ID,republican,37805
2020,ID,republican,4937
2020,ID,republican,1202
2020,ID,republican,507
2020,ID,republican,61759
2020,ID,republican,2906
2020,ID,republican,7907
2020,ID,republican,264
2020,ID,republican,3453
2020,ID,republican,2089
2020,ID,republican,7246
2020,ID,republican,5845
2020,ID,republican,5548
2020,ID,republican,7951
2020,ID,republican,4659
2020,ID,republican,7826
2020,ID,republican,12099
2020,ID,republican,5734
2020,ID,republican,62837
2020,ID,republican,9472
2020,ID,republican,3592
2020,ID,republican,1489
2020,ID,republican,1469
2020,ID,republican,13559
2020,ID,republican,6265
2020,ID,republican,13738
2020,ID,republican,2148
2020,ID,republican,3819
2020,ID,republican,8862
2020,ID,republican,2116
2020,ID,republican,4216
2020,ID,republican,2858
2020,ID,republican,25897
2020,ID,republican,3947
2020,ID,republican,4154
2020,ID,democrat,120539
2020,ID,democrat,591
2020,ID,democrat,14682
2020,ID,democrat,350
2020,ID,democrat,977
2020,ID,democrat,4124
2020,ID,democrat,8919
2020,ID,democrat,1204
2020,ID,democrat,8310
2020,ID,democrat,14254
2020,ID,democrat,1220
2020,ID,democrat,188
2020,ID,democrat,149
2020,ID,democrat,25881
2020,ID,democrat,431
2020,ID,democrat,1464
2020,ID,democrat,41
2020,ID,democrat,877
2020,ID,democrat,603
2020,ID,democrat,2601
2020,ID,democrat,657
2020,ID,democrat,998
2020,ID,democrat,1803
2020,ID,democrat,1256
2020,ID,democrat,1561
2020,ID,democrat,1661
2020,ID,democrat,1893
2020,ID,democrat,24312
2020,ID,democrat,10236
2020,ID,democrat,1032
2020,ID,democrat,349
2020,ID,democrat,414
2020,ID,democrat,2666
2020,ID,democrat,1550
2020,ID,democrat,6686
2020,ID,democrat,249
2020,ID,democrat,816
2020,ID,democrat,2161
2020,ID,democrat,865
2020,ID,democrat,1693
2020,ID,democrat,3318
2020,ID,democrat,9391
2020,ID,democrat,2976
2020,ID,democrat,1073
2020,KS,republican,4218
2020,KS,republican,2929
2020,KS,republican,4906
2020,KS,republican,2014
2020,KS,republican,8608
2020,KS,republican,5023
2020,KS,republican,3262
2020,KS,republican,22634
2020,KS,republican,1123
2020,KS,republican,1402
2020,KS,republican,6766
2020,KS,republican,1183
2020,KS,republican,904
2020,KS,republican,3177
2020,KS,republican,3242
2020,KS,republican,3489
2020,KS,republican,762
2020,KS,republican,9656
2020,KS,republican,10045
2020,KS,republican,1260
2020,KS,republican,7126
2020,KS,republican,2976
2020,KS,republican,17286
2020,KS,republican,1141
2020,KS,republican,1140
2020,KS,republican,9758
2020,KS,republican,2148
2020,KS,republican,7236
2020,KS,republican,5803
2020,KS,republican,8479
2020,KS,republican,5323
2020,KS,republican,1291
2020,KS,republican,1080
2020,KS,republican,1936
2020,KS,republican,1911
2020,KS,republican,549
2020,KS,republican,2444
2020,KS,republican,698
2020,KS,republican,2168
2020,KS,republican,10182
2020,KS,republican,1122
2020,KS,republican,875
2020,KS,republican,4517
2020,KS,republican,6334
2020,KS,republican,1387
2020,KS,republican,155631
2020,KS,republican,1164
2020,KS,republican,3130
2020,KS,republican,980
2020,KS,republican,5735
2020,KS,republican,762
2020,KS,republican,21610
2020,KS,republican,1283
2020,KS,republican,4048
2020,KS,republican,1249
2020,KS,republican,7550
2020,KS,republican,9964
2020,KS,republican,4465
2020,KS,republican,3729
2020,KS,republican,1523
2020,KS,republican,12308
2020,KS,republican,2504
2020,KS,republican,9931
2020,KS,republican,2124
2020,KS,republican,1034
2020,KS,republican,4664
2020,KS,republican,4970
2020,KS,republican,1339
2020,KS,republican,2007
2020,KS,republican,5705
2020,KS,republican,1629
2020,KS,republican,2610
2020,KS,republican,2045
2020,KS,republican,2418
2020,KS,republican,9452
2020,KS,republican,3108
2020,KS,republican,1261
2020,KS,republican,18443
2020,KS,republican,2182
2020,KS,republican,3262
2020,KS,republican,11610
2020,KS,republican,2325
2020,KS,republican,1350
2020,KS,republican,2790
2020,KS,republican,15722
2020,KS,republican,2014
2020,KS,republican,122416
2020,KS,republican,3372
2020,KS,republican,40443
2020,KS,republican,1282
2020,KS,republican,2269
2020,KS,republican,1763
2020,KS,republican,1645
2020,KS,republican,614
2020,KS,republican,1760
2020,KS,republican,8105
2020,KS,republican,3130
2020,KS,republican,1363
2020,KS,republican,2845
2020,KS,republican,770
2020,KS,republican,2363
2020,KS,republican,808
2020,KS,republican,3153
2020,KS,republican,1228
2020,KS,republican,18934
2020,KS,democrat,1570
2020,KS,democrat,782
2020,KS,democrat,2359
2020,KS,democrat,291
2020,KS,democrat,2340
2020,KS,democrat,1541
2020,KS,democrat,1104
2020,KS,democrat,9181
2020,KS,democrat,345
2020,KS,democrat,212
2020,KS,democrat,2194
2020,KS,democrat,224
2020,KS,democrat,143
2020,KS,democrat,894
2020,KS,democrat,920
2020,KS,democrat,964
2020,KS,democrat,126
2020,KS,democrat,4273
2020,KS,democrat,6179
2020,KS,democrat,218
2020,KS,democrat,2060
2020,KS,democrat,686
2020,KS,democrat,40785
2020,KS,democrat,271
2020,KS,democrat,195
2020,KS,democrat,3737
2020,KS,democrat,648
2020,KS,democrat,4325
2020,KS,democrat,2947
2020,KS,democrat,3690
2020,KS,democrat,3983
2020,KS,democrat,166
2020,KS,democrat,228
2020,KS,democrat,518
2020,KS,democrat,341
2020,KS,democrat,78
2020,KS,democrat,569
2020,KS,democrat,141
2020,KS,democrat,461
2020,KS,democrat,6747
2020,KS,democrat,268
2020,KS,democrat,154
2020,KS,democrat,1881
2020,KS,democrat,3194
2020,KS,democrat,212
2020,KS,democrat,184259
2020,KS,democrat,267
2020,KS,democrat,752
2020,KS,democrat,156
2020,KS,democrat,2655
2020,KS,democrat,115
2020,KS,democrat,13886
2020,KS,democrat,266
2020,KS,democrat,896
2020,KS,democrat,186
2020,KS,democrat,6055
2020,KS,democrat,4134
2020,KS,democrat,1516
2020,KS,democrat,1259
2020,KS,democrat,263
2020,KS,democrat,5247
2020,KS,democrat,558
2020,KS,democrat,3228
2020,KS,democrat,729
2020,KS,democrat,150
2020,KS,democrat,927
2020,KS,democrat,1796
2020,KS,democrat,149
2020,KS,democrat,364
2020,KS,democrat,2136
2020,KS,democrat,281
2020,KS,democrat,506
2020,KS,democrat,643
2020,KS,democrat,318
2020,KS,democrat,3313
2020,KS,democrat,933
2020,KS,democrat,214
2020,KS,democrat,8886
2020,KS,democrat,424
2020,KS,democrat,965
2020,KS,democrat,12765
2020,KS,democrat,339
2020,KS,democrat,295
2020,KS,democrat,600
2020,KS,democrat,8214
2020,KS,democrat,299
2020,KS,democrat,95870
2020,KS,democrat,1833
2020,KS,democrat,43015
2020,KS,democrat,147
2020,KS,democrat,396
2020,KS,democrat,336
2020,KS,democrat,357
2020,KS,democrat,148
2020,KS,democrat,237
2020,KS,democrat,2591
2020,KS,democrat,625
2020,KS,democrat,242
2020,KS,democrat,964
2020,KS,democrat,44
2020,KS,democrat,475
2020,KS,democrat,149
2020,KS,democrat,723
2020,KS,democrat,294
2020,KS,democrat,36788
2020,NE,republican,10085
2020,NE,republican,3093
2020,NE,republican,260
2020,NE,republican,362
2020,NE,republican,280
2020,NE,republican,2653
2020,NE,republican,4002
2020,NE,republican,1010
2020,NE,republican,1470
2020,NE,republican,16640
2020,NE,republican,2580
2020,NE,republican,3542
2020,NE,republican,10121
2020,NE,republican,4174
2020,NE,republican,1740
2020,NE,republican,2844
2020,NE,republican,3813
2020,NE,republican,2848
2020,NE,republican,2636
2020,NE,republican,3507
2020,NE,republican,5090
2020,NE,republican,3926
2020,NE,republican,2931
2020,NE,republican,6524
2020,NE,republican,871
2020,NE,republican,2335
2020,NE,republican,10984
2020,NE,republican,119159
2020,NE,republican,883
2020,NE,republican,2359
2020,NE,republican,1437
2020,NE,republican,1229
2020,NE,republican,2163
2020,NE,republican,7445
2020,NE,republican,1016
2020,NE,republican,933
2020,NE,republican,893
2020,NE,republican,375
2020,NE,republican,1016
2020,NE,republican,16189
2020,NE,republican,4309
2020,NE,republican,1615
2020,NE,republican,494
2020,NE,republican,1264
2020,NE,republican,4769
2020,NE,republican,376
2020,NE,republican,2786
2020,NE,republican,2616
2020,NE,republican,1518
2020,NE,republican,2822
2020,NE,republican,3544
2020,NE,republican,476
2020,NE,republican,1563
2020,NE,republican,3721
2020,NE,republican,70092
2020,NE,republican,13071
2020,NE,republican,407
2020,NE,republican,370
2020,NE,republican,275
2020,NE,republican,11940
2020,NE,republican,3419
2020,NE,republican,2113
2020,NE,republican,1437
2020,NE,republican,2428
2020,NE,republican,1857
2020,NE,republican,5649
2020,NE,republican,1071
2020,NE,republican,1321
2020,NE,republican,4157
2020,NE,republican,3462
2020,NE,republican,12186
2020,NE,republican,2291
2020,NE,republican,4525
2020,NE,republican,3073
2020,NE,republican,744
2020,NE,republican,3631
2020,NE,republican,51979
2020,NE,republican,9108
2020,NE,republican,10952
2020,NE,republican,6490
2020,NE,republican,2292
2020,NE,republican,1322
2020,NE,republican,642
2020,NE,republican,2561
2020,NE,republican,2308
2020,NE,republican,377
2020,NE,republican,1180
2020,NE,republican,1901
2020,NE,republican,8583
2020,NE,republican,3055
2020,NE,republican,1511
2020,NE,republican,438
2020,NE,republican,5337
2020,NE,democrat,4213
2020,NE,democrat,452
2020,NE,democrat,21
2020,NE,democrat,43
2020,NE,democrat,35
2020,NE,democrat,499
2020,NE,democrat,1051
2020,NE,democrat,135
2020,NE,democrat,191
2020,NE,democrat,6350
2020,NE,democrat,1063
2020,NE,democrat,873
2020,NE,democrat,4737
2020,NE,democrat,725
2020,NE,democrat,226
2020,NE,democrat,373
2020,NE,democrat,855
2020,NE,democrat,632
2020,NE,democrat,1025
2020,NE,democrat,870
2020,NE,democrat,786
2020,NE,democrat,2744
2020,NE,democrat,1082
2020,NE,democrat,2497
2020,NE,democrat,141
2020,NE,democrat,651
2020,NE,democrat,5544
2020,NE,democrat,150350
2020,NE,democrat,105
2020,NE,democrat,693
2020,NE,democrat,276
2020,NE,democrat,189
2020,NE,democrat,399
2020,NE,democrat,3385
2020,NE,democrat,161
2020,NE,democrat,133
2020,NE,democrat,215
2020,NE,democrat,20
2020,NE,democrat,229
2020,NE,democrat,7681
2020,NE,democrat,1118
2020,NE,democrat,282
2020,NE,democrat,34
2020,NE,democrat,175
2020,NE,democrat,686
2020,NE,democrat,59
2020,NE,democrat,648
2020,NE,democrat,1016
2020,NE,democrat,647
2020,NE,democrat,701
2020,NE,democrat,763
2020,NE,democrat,49
2020,NE,democrat,268
2020,NE,democrat,905
2020,NE,democrat,82293
2020,NE,democrat,3692
2020,NE,democrat,38
2020,NE,democrat,75
2020,NE,democrat,17
2020,NE,democrat,3478
2020,NE,democrat,743
2020,NE,democrat,386
2020,NE,democrat,359
2020,NE,democrat,921
2020,NE,democrat,409
2020,NE,democrat,2490
2020,NE,democrat,322
2020,NE,democrat,199
2020,NE,democrat,752
2020,NE,democrat,480
2020,NE,democrat,3260
2020,NE,democrat,530
2020,NE,democrat,811
2020,NE,democrat,996
2020,NE,democrat,84
2020,NE,democrat,1986
2020,NE,democrat,41206
2020,NE,democrat,3331
2020,NE,democrat,4196
2020,NE,democrat,2438
2020,NE,democrat,340
2020,NE,democrat,343
2020,NE,democrat,72
2020,NE,democrat,532
2020,NE,democrat,624
2020,NE,democrat,45
2020,NE,democrat,1122
2020,NE,democrat,412
2020,NE,democrat,3554
2020,NE,democrat,1022
2020,NE,democrat,335
2020,NE,democrat,59
2020,NE,democrat,1630
2020,ND,republican,981
2020,ND,republican,3568
2020,ND,republican,1094
2020,ND,republican,541
2020,ND,republican,2575
2020,ND,republican,1395
2020,ND,republican,994
2020,ND,republican,34744
2020,ND,republican,42619
2020,ND,republican,1499
2020,ND,republican,1742
2020,ND,republican,904
2020,ND,republican,1951
2020,ND,republican,854
2020,ND,republican,1738
2020,ND,republican,1362
2020,ND,republican,871
2020,ND,republican,16987
2020,ND,republican,1145
2020,ND,republican,907
2020,ND,republican,1091
2020,ND,republican,1215
2020,ND,republican,1645
2020,ND,republican,930
2020,ND,republican,2364
2020,ND,republican,1153
2020,ND,republican,4482
2020,ND,republican,4198
2020,ND,republican,3856
2020,ND,republican,12243
2020,ND,republican,2824
2020,ND,republican,1141
2020,ND,republican,918
2020,ND,republican,2460
2020,ND,republican,1585
2020,ND,republican,3577
2020,ND,republican,1418
2020,ND,republican,1065
2020,ND,republican,5072
2020,ND,republican,1257
2020,ND,republican,1266
2020,ND,republican,688
2020,ND,republican,258
2020,ND,republican,380
2020,ND,republican,12110
2020,ND,republican,652
2020,ND,republican,6994
2020,ND,republican,830
2020,ND,republican,2522
2020,ND,republican,3324
2020,ND,republican,19974
2020,ND,republican,1893
2020,ND,republican,11739
2020,ND,democrat,258
2020,ND,democrat,1820
2020,ND,democrat,822
2020,ND,democrat,72
2020,ND,democrat,821
2020,ND,democrat,228
2020,ND,democrat,137
2020,ND,democrat,14348
2020,ND,democrat,40311
2020,ND,democrat,474
2020,ND,democrat,608
2020,ND,democrat,265
2020,ND,democrat,342
2020,ND,democrat,383
2020,ND,democrat,237
2020,ND,democrat,373
2020,ND,democrat,137
2020,ND,democrat,12880
2020,ND,democrat,207
2020,ND,democrat,308
2020,ND,democrat,196
2020,ND,democrat,221
2020,ND,democrat,527
2020,ND,democrat,128
2020,ND,democrat,564
2020,ND,democrat,261
2020,ND,democrat,814
2020,ND,democrat,1230
2020,ND,democrat,704
2020,ND,democrat,3872
2020,ND,democrat,1256
2020,ND,democrat,586
2020,ND,democrat,129
2020,ND,democrat,786
2020,ND,democrat,497
2020,ND,democrat,1639
2020,ND,democrat,945
2020,ND,democrat,220
2020,ND,democrat,2510
2020,ND,democrat,2482
2020,ND,democrat,738
2020,ND,democrat,104
2020,ND,democrat,804
2020,ND,democrat,44
2020,ND,democrat,2499
2020,ND,democrat,392
2020,ND,democrat,2676
2020,ND,democrat,317
2020,ND,democrat,1493
2020,ND,democrat,1333
2020,ND,democrat,7293
2020,ND,democrat,442
2020,ND,democrat,2169
2020,FL,republican,50972
2020,FL,republican,11911
2020,FL,republican,66097
2020,FL,republican,10334
2020,FL,republican,207883
2020,FL,republican,333409
2020,FL,republican,5274
2020,FL,republican,73243
2020,FL,republican,65352
2020,FL,republican,84480
2020,FL,republican,128950
2020,FL,republican,23836
2020,FL,republican,532833
2020,FL,republican,8313
2020,FL,republican,6759
2020,FL,republican,233762
2020,FL,republican,96674
