year,state_po,party,candidatevotes
2008,MA,republican,245769
2008,MA,democrat,4073
2008,MA,republican,1863
2008,MA,democrat,200675
2008,MA,republican,136741
2008,MA,democrat,131823
2008,MA,republican,112901
2008,MA,democrat,207127
2008,MA,republican,57194
2008,MA,democrat,202107
2008,MA,republican,152106
2008,MI,democrat,2896
2008,MI,republican,3404
2008,MI,democrat,2472
2008,MI,republican,2188
2008,MI,democrat,24165
2008,MI,republican,30061
2008,MI,democrat,7705
2008,MI,republican,7125
2008,MI,democrat,6079
2008,MI,republican,7506
2008,MI,democrat,4155
2008,MI,republican,3807
2008,MI,democrat,1725
2008,MI,republican,1846
2008,MI,democrat,13449
2008,MI,republican,16431
2008,MI,democrat,32589
2008,MI,republican,23795
2008,MI,democrat,5451
2008,MI,republican,4687
2008,MI,democrat,40381
2008,MI,republican,36130
2008,MI,democrat,8413
2008,MI,republican,9534
2008,MI,democrat,34561
2008,MI,republican,28553
2008,MI,democrat,12083
2008,MI,republican,11114
2008,MI,democrat,6817
2008,MI,republican,7306
2008,MI,democrat,6720
2008,MI,republican,6920
2008,MI,democrat,8184
2008,MI,republican,8267
2008,MI,democrat,7496
2008,MI,republican,6793
2008,MI,democrat,20005
2008,MI,republican,19726
2008,MI,democrat,3441
2008,MI,republican,3561
2008,MI,democrat,9974
2008,MI,republican,8763
2008,MI,democrat,5995
2008,MI,republican,7049
2008,MI,democrat,30742
2008,MI,republican,25900
2008,MI,democrat,8515
2008,MI,republican,9314
2008,MI,democrat,143927
2008,MI,republican,72451
2008,MI,democrat,6590
2008,MI,republican,6391
2008,MI,democrat,4757
2008,MI,republican,3330
2008,MI,democrat,23258
2008,MI,republican,24716
2008,MI,democrat,9105
2008,MI,republican,8322
2008,MI,democrat,8765
2008,MI,republican,11221
2008,MI,democrat,7476
2008,MI,republican,8101
2008,MI,democrat,8367
2008,MI,republican,8434
2008,MI,democrat,93994
2008,MI,republican,46483
2008,MI,democrat,12565
2008,MI,republican,14156
2008,MI,democrat,7309
2008,MI,republican,6583
2008,MI,democrat,3080
2008,MI,republican,2947
2008,MI,democrat,16679
2008,MI,republican,11220
2008,MI,democrat,37480
2008,MI,republican,35692
2008,MI,democrat,77051
2008,MI,republican,51554
2008,MI,democrat,3780
2008,MI,republican,4527
2008,MI,democrat,149909
2008,MI,republican,148336
2008,MI,democrat,610
2008,MI,republican,756
2008,MI,democrat,2919
2008,MI,republican,2269
2008,MI,democrat,21457
2008,MI,republican,22831
2008,MI,democrat,7355
2008,MI,republican,6938
2008,MI,democrat,24640
2008,MI,republican,22225
2008,MI,democrat,42349
2008,MI,republican,55592
2008,MI,democrat,1191
2008,MI,republican,1490
2008,MI,democrat,3027
2008,MI,republican,3268
2008,MI,democrat,223784
2008,MI,republican,187663
2008,MI,democrat,7235
2008,MI,republican,5510
2008,MI,democrat,19635
2008,MI,republican,12906
2008,MI,democrat,7817
2008,MI,republican,7147
2008,MI,democrat,9101
2008,MI,republican,9238
2008,MI,democrat,5981
2008,MI,republican,4855
2008,MI,democrat,20701
2008,MI,republican,22263
2008,MI,democrat,2898
2008,MI,republican,4469
2008,MI,democrat,39180
2008,MI,republican,35858
2008,MI,democrat,13208
2008,MI,republican,13291
2008,MI,democrat,2403
2008,MI,republican,2841
2008,MI,democrat,53821
2008,MI,republican,29145
2008,MI,democrat,10790
2008,MI,republican,11862
2008,MI,democrat,372566
2008,MI,republican,276956
2008,MI,democrat,6405
2008,MI,republican,5860
2008,MI,democrat,5391
2008,MI,republican,5133
2008,MI,democrat,1966
2008,MI,republican,1823
2008,MI,democrat,4855
2008,MI,republican,5973
2008,MI,democrat,1887
2008,MI,republican,2320
2008,MI,democrat,5634
2008,MI,republican,6752
2008,MI,democrat,50828
2008,MI,republican,83330
2008,MI,democrat,3722
2008,MI,republican,3606
2008,MI,democrat,7082
2008,MI,republican,6727
2008,MI,democrat,60276
2008,MI,republican,42225
2008,MI,democrat,40677
2008,MI,republican,38536
2008,MI,democrat,12322
2008,MI,republican,12886
2008,MI,democrat,9047
2008,MI,republican,10679
2008,MI,democrat,2184
2008,MI,republican,2058
2008,MI,democrat,19397
2008,MI,republican,16268
2008,MI,democrat,13503
2008,MI,republican,13740
2008,MI,democrat,18588
2008,MI,republican,15534
2008,MI,democrat,130578
2008,MI,republican,53946
2008,MI,democrat,660085
2008,MI,republican,219582
2008,MI,democrat,7379
2008,MI,republican,8044
2008,MN,democrat,4595
2008,MN,republican,4589
2008,MN,democrat,86976
2008,MN,republican,91357
2008,MN,democrat,7687
2008,MN,republican,8851
2008,MN,democrat,12019
2008,MN,republican,9762
2008,MN,democrat,8454
2008,MN,republican,10338
2008,MN,democrat,1552
2008,MN,republican,1362
2008,MN,democrat,19325
2008,MN,republican,14782
2008,MN,democrat,5809
2008,MN,republican,7456
2008,MN,democrat,11501
2008,MN,republican,6549
2008,MN,democrat,20654
2008,MN,republican,28156
2008,MN,democrat,7276
2008,MN,republican,8660
2008,MN,democrat,3280
2008,MN,republican,2907
2008,MN,democrat,12783
2008,MN,republican,15789
2008,MN,democrat,16666
2008,MN,republican,11978
2008,MN,democrat,1877
2008,MN,republican,2291
2008,MN,democrat,2019
2008,MN,republican,1240
2008,MN,democrat,2759
2008,MN,republican,3157
2008,MN,democrat,15859
2008,MN,republican,18567
2008,MN,democrat,116778
2008,MN,republican,104364
2008,MN,democrat,4463
2008,MN,republican,5468
2008,MN,democrat,9256
2008,MN,republican,11241
2008,MN,democrat,3736
2008,MN,republican,4196
2008,MN,democrat,5921
2008,MN,republican,4993
2008,MN,democrat,9915
2008,MN,republican,6955
2008,MN,democrat,12420
2008,MN,republican,12775
2008,MN,democrat,1850
2008,MN,republican,1646
2008,MN,democrat,420958
2008,MN,republican,231054
2008,MN,democrat,5906
2008,MN,republican,4743
2008,MN,democrat,4872
2008,MN,republican,6558
2008,MN,democrat,8248
2008,MN,republican,11324
2008,MN,democrat,13460
2008,MN,republican,10309
2008,MN,democrat,2618
2008,MN,republican,2858
2008,MN,democrat,3743
2008,MN,republican,4479
2008,MN,democrat,10125
2008,MN,republican,11319
2008,MN,democrat,1492
2008,MN,republican,1016
2008,MN,democrat,3649
2008,MN,republican,2962
2008,MN,democrat,2160
2008,MN,republican,1912
2008,MN,democrat,4174
2008,MN,republican,2636
2008,MN,democrat,971
2008,MN,republican,1278
2008,MN,democrat,6994
2008,MN,republican,7636
2008,MN,democrat,1517
2008,MN,republican,1491
2008,MN,democrat,6110
2008,MN,republican,6315
2008,MN,democrat,7505
2008,MN,republican,10993
2008,MN,democrat,1436
2008,MN,republican,843
2008,MN,democrat,2311
2008,MN,republican,2285
2008,MN,democrat,4413
2008,MN,republican,6053
2008,MN,democrat,5380
2008,MN,republican,6737
2008,MN,democrat,6072
2008,MN,republican,7049
2008,MN,democrat,6547
2008,MN,republican,9735
2008,MN,democrat,11605
2008,MN,republican,7075
2008,MN,democrat,2345
2008,MN,republican,2320
2008,MN,democrat,9887
2008,MN,republican,7968
2008,MN,democrat,4244
2008,MN,republican,4368
2008,MN,democrat,2129
2008,MN,republican,1204
2008,MN,democrat,38711
2008,MN,republican,36202
2008,MN,democrat,13856
2008,MN,republican,18077
2008,MN,democrat,3394
2008,MN,republican,3248
2008,MN,democrat,7084
2008,MN,republican,6862
2008,MN,democrat,2023
2008,MN,republican,2652
2008,MN,democrat,7850
2008,MN,republican,7148
2008,MN,democrat,3317
2008,MN,republican,3069
2008,MN,democrat,182974
2008,MN,republican,88942
2008,MN,democrat,1120
2008,MN,republican,983
2008,MN,democrat,3250
2008,MN,republican,4308
2008,MN,democrat,3904
2008,MN,republican,3956
2008,MN,democrat,17381
2008,MN,republican,13723
2008,MN,democrat,2079
2008,MN,republican,2775
2008,MN,democrat,3097
2008,MN,republican,4438
2008,MN,democrat,77351
2008,MN,republican,38742
2008,MN,democrat,29208
2008,MN,republican,36724
2008,MN,democrat,17957
2008,MN,republican,26140
2008,MN,democrat,2998
2008,MN,republican,4492
2008,MN,democrat,35690
2008,MN,republican,41194
2008,MN,democrat,9016
2008,MN,republican,10068
2008,MN,democrat,2781
2008,MN,republican,2710
2008,MN,democrat,2907
2008,MN,republican,2184
2008,MN,democrat,5277
2008,MN,republican,6637
2008,MN,democrat,1043
2008,MN,republican,933
2008,MN,democrat,5646
2008,MN,republican,5935
2008,MN,democrat,2882
2008,MN,republican,4128
2008,MN,democrat,4401
2008,MN,republican,5211
2008,MN,democrat,70277
2008,MN,republican,64334
2008,MN,democrat,2562
2008,MN,republican,2526
2008,MN,democrat,1550
2008,MN,republican,1786
2008,MN,democrat,16308
2008,MN,republican,10975
2008,MN,democrat,26343
2008,MN,republican,37779
2008,MN,democrat,2816
2008,MN,republican,2579
2008,MS,democrat,9021
2008,MS,republican,6566
2008,MS,democrat,4130
2008,MS,republican,10805
2008,MS,democrat,3348
2008,MS,republican,4245
2008,MS,democrat,3849
2008,MS,republican,5273
2008,MS,democrat,2227
2008,MS,republican,2329
2008,MS,democrat,10334
2008,MS,republican,4891
2008,MS,democrat,2522
2008,MS,republican,4467
2008,MS,democrat,2037
2008,MS,republican,3902
2008,MS,democrat,4588
2008,MS,republican,4395
2008,MS,democrat,1459
2008,MS,republican,2624
2008,MS,democrat,4682
2008,MS,republican,748
2008,MS,democrat,3121
2008,MS,republican,5229
2008,MS,democrat,6558
2008,MS,republican,4466
2008,MS,democrat,7597
2008,MS,republican,2917
2008,MS,democrat,7710
2008,MS,republican,6701
2008,MS,democrat,3852
2008,MS,republican,5523
2008,MS,democrat,19627
2008,MS,republican,44222
2008,MS,democrat,11622
2008,MS,republican,15296
2008,MS,democrat,1733
2008,MS,republican,2909
2008,MS,democrat,1532
2008,MS,republican,7700
2008,MS,democrat,1366
2008,MS,republican,4361
2008,MS,democrat,5029
2008,MS,republican,6234
2008,MS,democrat,3768
2008,MS,republican,13020
2008,MS,democrat,22673
2008,MS,republican,38757
2008,MS,democrat,75401
2008,MS,republican,32949
2008,MS,democrat,7765
2008,MS,republican,1714
2008,MS,democrat,3634
2008,MS,republican,1462
2008,MS,democrat,579
2008,MS,republican,364
2008,MS,democrat,2084
2008,MS,republican,7663
2008,MS,democrat,17781
2008,MS,republican,35993
2008,MS,democrat,5025
2008,MS,republican,4135
2008,MS,democrat,3883
2008,MS,republican,551
2008,MS,democrat,4454
2008,MS,republican,2871
2008,MS,democrat,8846
2008,MS,republican,20157
2008,MS,democrat,3256
2008,MS,republican,1935
2008,MS,democrat,7997
2008,MS,republican,10278
2008,MS,democrat,5159
2008,MS,republican,18497
2008,MS,democrat,13332
2008,MS,republican,19582
2008,MS,democrat,2587
2008,MS,republican,4369
2008,MS,democrat,4151
2008,MS,republican,5148
2008,MS,democrat,12021
2008,MS,republican,22694
2008,MS,democrat,8914
2008,MS,republican,4105
2008,MS,democrat,5505
2008,MS,republican,10781
2008,MS,democrat,13209
2008,MS,republican,13994
2008,MS,democrat,19831
2008,MS,republican,27203
2008,MS,democrat,4422
2008,MS,republican,8513
2008,MS,democrat,9685
2008,MS,republican,6683
2008,MS,democrat,7169
2008,MS,republican,10184
2008,MS,democrat,2609
2008,MS,republican,3071
2008,MS,democrat,3114
2008,MS,republican,8209
2008,MS,democrat,3218
2008,MS,republican,6479
2008,MS,democrat,5030
2008,MS,republican,1525
2008,MS,democrat,9326
2008,MS,republican,9320
2008,MS,democrat,8690
2008,MS,republican,7620
2008,MS,democrat,4320
2008,MS,republican,17881
2008,MS,democrat,1533
2008,MS,republican,4067
2008,MS,democrat,9276
2008,MS,republican,8651
2008,MS,democrat,2982
2008,MS,republican,9727
2008,MS,democrat,3020
2008,MS,republican,7703
2008,MS,democrat,2803
2008,MS,republican,1334
2008,MS,democrat,14372
2008,MS,republican,48140
2008,MS,democrat,5025
2008,MS,republican,6584
2008,MS,democrat,1907
2008,MS,republican,873
2008,MS,democrat,4817
2008,MS,republican,7641
2008,MS,democrat,1968
2008,MS,republican,6265
2008,MS,democrat,1996
2008,MS,republican,5149
2008,MS,democrat,7838
2008,MS,republican,3245
2008,MS,democrat,4105
2008,MS,republican,2786
2008,MS,democrat,5003
2008,MS,republican,7678
2008,MS,democrat,2623
2008,MS,republican,6937
2008,MS,democrat,1962
2008,MS,republican,6249
2008,MS,democrat,3279
2008,MS,republican,1017
2008,MS,democrat,2985
2008,MS,republican,9072
2008,MS,democrat,3456
2008,MS,republican,4253
2008,MS,democrat,10489
2008,MS,republican,11152
2008,MS,democrat,13148
2008,MS,republican,6347
2008,MS,democrat,3890
2008,MS,republican,6070
2008,MS,democrat,1349
2008,MS,republican,4072
2008,MS,democrat,3534
2008,MS,republican,1560
2008,MS,democrat,4653
2008,MS,republican,5497
2008,MS,democrat,3151
2008,MS,republican,3628
2008,MS,democrat,6116
2008,MS,republican,5290
2008,MO,democrat,5735
2008,MO,republican,5891
2008,MO,democrat,3345
2008,MO,republican,5279
2008,MO,democrat,1000
2008,MO,republican,1936
2008,MO,democrat,4434
2008,MO,republican,6167
2008,MO,democrat,4630
2008,MO,republican,9758
2008,MO,democrat,1455
2008,MO,republican,4414
2008,MO,democrat,3271
2008,MO,republican,4833
2008,MO,democrat,3629
2008,MO,republican,5759
2008,MO,democrat,1690
2008,MO,republican,3972
2008,MO,democrat,47062
2008,MO,republican,36849
2008,MO,democrat,19164
2008,MO,republican,19110
2008,MO,democrat,5316
2008,MO,republican,11805
2008,MO,democrat,1814
2008,MO,republican,2654
2008,MO,democrat,7580
2008,MO,republican,11389
2008,MO,democrat,7773
2008,MO,republican,14074
2008,MO,democrat,12208
2008,MO,republican,24768
2008,MO,democrat,1535
2008,MO,republican,2955
2008,MO,democrat,984
2008,MO,republican,1840
2008,MO,democrat,19844
2008,MO,republican,29695
2008,MO,democrat,2060
2008,MO,republican,4194
2008,MO,democrat,1799
2008,MO,republican,2339
2008,MO,democrat,11883
2008,MO,republican,25382
2008,MO,democrat,1572
2008,MO,republican,1782
2008,MO,democrat,53761
2008,MO,republican,54516
2008,MO,democrat,4545
2008,MO,republican,5709
2008,MO,democrat,13959
2008,MO,republican,24385
2008,MO,democrat,2996
2008,MO,republican,4902
2008,MO,democrat,3911
2008,MO,republican,6007
2008,MO,democrat,1184
2008,MO,republican,2864
2008,MO,democrat,2656
2008,MO,republican,4895
2008,MO,democrat,1400
2008,MO,republican,2263
2008,MO,democrat,1692
2008,MO,republican,2889
2008,MO,democrat,2056
2008,MO,republican,4655
2008,MO,democrat,2140
2008,MO,republican,4405
2008,MO,democrat,4540
2008,MO,republican,7044
2008,MO,democrat,21256
2008,MO,republican,27355
2008,MO,democrat,2899
2008,MO,republican,4763
2008,MO,democrat,1235
2008,MO,republican,1964
2008,MO,democrat,56181
2008,MO,republican,77683
2008,MO,democrat,1580
2008,MO,republican,3006
2008,MO,democrat,1287
2008,MO,republican,2512
2008,MO,democrat,4869
2008,MO,republican,6095
2008,MO,democrat,2171
2008,MO,republican,2850
2008,MO,democrat,802
2008,MO,republican,1794
2008,MO,democrat,2036
2008,MO,republican,2708
2008,MO,democrat,5736
2008,MO,republican,10982
2008,MO,democrat,2213
2008,MO,republican,2090
2008,MO,democrat,90722
2008,MO,republican,92833
2008,MO,democrat,15730
2008,MO,republican,31667
2008,MO,democrat,53467
2008,MO,republican,50804
2008,MO,democrat,9480
2008,MO,republican,12183
2008,MO,democrat,759
2008,MO,republican,1212
2008,MO,democrat,5218
2008,MO,republican,10875
2008,MO,democrat,6902
2008,MO,republican,9442
2008,MO,democrat,5097
2008,MO,republican,11263
2008,MO,democrat,1837
2008,MO,republican,2594
2008,MO,democrat,10234
2008,MO,republican,12924
2008,MO,democrat,2638
2008,MO,republican,3140
2008,MO,democrat,2435
2008,MO,republican,3993
2008,MO,democrat,2454
2008,MO,republican,5499
2008,MO,democrat,2784
2008,MO,republican,4586
2008,MO,democrat,2042
2008,MO,republican,2897
2008,MO,democrat,1599
2008,MO,republican,2853
2008,MO,democrat,4703
2008,MO,republican,7705
2008,MO,democrat,519
2008,MO,republican,1169
2008,MO,democrat,3553
2008,MO,republican,7797
2008,MO,democrat,2247
2008,MO,republican,3034
2008,MO,democrat,2084
2008,MO,republican,4467
2008,MO,democrat,1703
2008,MO,republican,2533
2008,MO,democrat,2347
2008,MO,republican,3428
2008,MO,democrat,3565
2008,MO,republican,5451
2008,MO,democrat,3370
2008,MO,republican,4593
2008,MO,democrat,7450
2008,MO,republican,17637
2008,MO,democrat,4493
2008,MO,republican,5568
2008,MO,democrat,1811
2008,MO,republican,2652
2008,MO,democrat,1907
2008,MO,republican,5062
2008,MO,democrat,1661
2008,MO,republican,2918
2008,MO,democrat,3029
2008,MO,republican,3954
2008,MO,democrat,3005
2008,MO,republican,5527
2008,MO,democrat,6932
2008,MO,republican,11018
2008,MO,democrat,7394
2008,MO,republican,11706
2008,MO,democrat,3487
2008,MO,republican,4268
2008,MO,democrat,21459
2008,MO,republican,24460
2008,MO,democrat,4553
2008,MO,republican,8956
2008,MO,democrat,5249
2008,MO,republican,9552
2008,MO,democrat,695
2008,MO,republican,1591
2008,MO,democrat,2041
2008,MO,republican,2987
2008,MO,democrat,3984
2008,MO,republican,6457
2008,MO,democrat,5241
2008,MO,republican,5593
2008,MO,democrat,1418
2008,MO,republican,1782
2008,MO,democrat,1795
2008,MO,republican,3407
2008,MO,democrat,84183
2008,MO,republican,102550
2008,MO,democrat,1886
2008,MO,republican,2981
2008,MO,democrat,4979
2008,MO,republican,3732
2008,MO,democrat,11540
2008,MO,republican,12660
2008,MO,democrat,333123
2008,MO,republican,221705
2008,MO,democrat,4712
2008,MO,republican,4962
2008,MO,democrat,775
2008,MO,republican,1139
2008,MO,democrat,793
2008,MO,republican,1249
2008,MO,democrat,6258
2008,MO,republican,11563
2008,MO,democrat,1637
2008,MO,republican,2075
2008,MO,democrat,1114
2008,MO,republican,2166
2008,MO,democrat,3899
2008,MO,republican,9172
2008,MO,democrat,5029
2008,MO,republican,11147
2008,MO,democrat,1173
2008,MO,republican,1607
2008,MO,democrat,6683
2008,MO,republican,14736
2008,MO,democrat,3410
2008,MO,republican,7215
2008,MO,democrat,3381
2008,MO,republican,5334
2008,MO,democrat,6705
2008,MO,republican,8675
2008,MO,democrat,4711
2008,MO,republican,4706
2008,MO,democrat,2243
2008,MO,republican,3784
2008,MO,democrat,5685
2008,MO,republican,10431
2008,MO,democrat,427
2008,MO,republican,707
2008,MO,democrat,2557
2008,MO,republican,5784
2008,MO,democrat,132925
2008,MO,republican,24662
2008,MT,democrat,1617
2008,MT,republican,3008
2008,MT,democrat,3516
2008,MT,republican,1628
2008,MT,democrat,1702
2008,MT,republican,1139
2008,MT,democrat,854
2008,MT,republican,1853
2008,MT,democrat,2443
2008,MT,republican,3108
2008,MT,democrat,111
2008,MT,republican,573
2008,MT,democrat,17664
2008,MT,republican,16857
2008,MT,democrat,1122
2008,MT,republican,1634
2008,MT,democrat,2267
2008,MT,republican,3047
2008,MT,democrat,343
2008,MT,republican,694
2008,MT,democrat,1593
2008,MT,republican,2639
2008,MT,democrat,3402
2008,MT,republican,1502
2008,MT,democrat,318
2008,MT,republican,1064
2008,MT,democrat,1933
2008,MT,republican,4108
2008,MT,democrat,16138
2008,MT,republican,25559
2008,MT,democrat,24205
2008,MT,republican,22578
2008,MT,democrat,110
2008,MT,republican,598
2008,MT,democrat,3423
2008,MT,republican,1451
2008,MT,democrat,124
2008,MT,republican,343
2008,MT,democrat,601
2008,MT,republican,1013
2008,MT,democrat,3596
2008,MT,republican,2787
2008,MT,democrat,2582
2008,MT,republican,3538
2008,MT,democrat,397
2008,MT,republican,801
2008,MT,democrat,6766
2008,MT,republican,6498
2008,MT,democrat,17114
2008,MT,republican,14966
2008,MT,democrat,367
2008,MT,republican,594
2008,MT,democrat,3025
2008,MT,republican,5704
2008,MT,democrat,321
2008,MT,republican,726
2008,MT,democrat,1607
2008,MT,republican,2822
2008,MT,democrat,298
2008,MT,republican,624
2008,MT,democrat,845
2008,MT,republican,1053
2008,MT,democrat,36531
2008,MT,republican,20743
2008,MT,democrat,636
2008,MT,republican,1581
2008,MT,democrat,4173
2008,MT,republican,4376
2008,MT,democrat,68
2008,MT,republican,227
2008,MT,democrat,638
2008,MT,republican,1423
2008,MT,democrat,1223
2008,MT,republican,1588
2008,MT,democrat,208
2008,MT,republican,802
2008,MT,democrat,1021
2008,MT,republican,1683
2008,MT,democrat,211
2008,MT,republican,503
2008,MT,democrat,8400
2008,MT,republican,13002
2008,MT,democrat,1203
2008,MT,republican,3184
2008,MT,democrat,2564
2008,MT,republican,1473
2008,MT,democrat,1919
2008,MT,republican,1768
2008,MT,democrat,1970
2008,MT,republican,3563
2008,MT,democrat,953
2008,MT,republican,987
2008,MT,democrat,11676
2008,MT,republican,4818
2008,MT,democrat,1512
2008,MT,republican,2991
2008,MT,democrat,541
2008,MT,republican,1494
2008,MT,democrat,1294
2008,MT,republican,1874
2008,MT,democrat,737
2008,MT,republican,1317
2008,MT,democrat,156
2008,MT,republican,314
2008,MT,democrat,1645
2008,MT,republican,2121
2008,MT,democrat,289
2008,MT,republican,657
2008,MT,democrat,146
2008,MT,republican,379
2008,MT,democrat,32038
2008,MT,republican,36483
2008,NE,democrat,4685
2008,NE,republican,8252
2008,NE,democrat,757
2008,NE,republican,2383
2008,NE,democrat,39
2008,NE,republican,217
2008,NE,democrat,62
2008,NE,republican,348
2008,NE,democrat,43
2008,NE,republican,266
2008,NE,democrat,742
2008,NE,republican,2042
2008,NE,democrat,1886
2008,NE,republican,2932
2008,NE,democrat,250
2008,NE,republican,839
2008,NE,democrat,311
2008,NE,republican,1208
2008,NE,democrat,5867
2008,NE,republican,13097
2008,NE,democrat,1413
2008,NE,republican,1907
2008,NE,democrat,1190
2008,NE,republican,2557
2008,NE,democrat,4753
2008,NE,republican,7120
2008,NE,democrat,1190
2008,NE,republican,2912
2008,NE,democrat,341
2008,NE,republican,1477
2008,NE,democrat,599
2008,NE,republican,2360
2008,NE,democrat,1173
2008,NE,republican,3572
2008,NE,democrat,780
2008,NE,republican,2177
2008,NE,democrat,1125
2008,NE,republican,2018
2008,NE,democrat,1274
2008,NE,republican,2732
2008,NE,democrat,1192
2008,NE,republican,4301
2008,NE,democrat,2994
2008,NE,republican,3292
2008,NE,democrat,1285
2008,NE,republican,2376
2008,NE,democrat,2399
2008,NE,republican,5460
2008,NE,democrat,243
2008,NE,republican,732
2008,NE,democrat,946
2008,NE,republican,1785
2008,NE,democrat,6689
2008,NE,republican,8557
2008,NE,democrat,116810
2008,NE,republican,106291
2008,NE,democrat,218
2008,NE,republican,783
2008,NE,democrat,962
2008,NE,republican,1913
2008,NE,democrat,442
2008,NE,republican,1079
2008,NE,democrat,349
2008,NE,republican,1034
2008,NE,democrat,556
2008,NE,republican,1725
2008,NE,democrat,4473
2008,NE,republican,5435
2008,NE,democrat,283
2008,NE,republican,844
2008,NE,democrat,212
2008,NE,republican,800
2008,NE,democrat,260
2008,NE,republican,776
2008,NE,democrat,41
2008,NE,republican,318
2008,NE,democrat,458
2008,NE,republican,715
2008,NE,democrat,7855
2008,NE,republican,12977
2008,NE,democrat,1332
2008,NE,republican,3389
2008,NE,democrat,402
2008,NE,republican,1329
2008,NE,democrat,85
2008,NE,republican,461
2008,NE,democrat,346
2008,NE,republican,1001
2008,NE,democrat,1089
2008,NE,republican,3746
2008,NE,democrat,75
2008,NE,republican,355
2008,NE,democrat,1083
2008,NE,republican,1847
2008,NE,democrat,1520
2008,NE,republican,2103
2008,NE,democrat,914
2008,NE,republican,1142
2008,NE,democrat,876
2008,NE,republican,2224
2008,NE,democrat,974
2008,NE,republican,2942
2008,NE,democrat,115
2008,NE,republican,409
2008,NE,democrat,439
2008,NE,republican,1346
2008,NE,democrat,1255
2008,NE,republican,2728
2008,NE,democrat,65734
2008,NE,republican,59398
2008,NE,democrat,5046
2008,NE,republican,10817
2008,NE,democrat,81
2008,NE,republican,327
2008,NE,democrat,86
2008,NE,republican,302
2008,NE,democrat,45
2008,NE,republican,240
2008,NE,democrat,4142
2008,NE,republican,9655
2008,NE,democrat,986
2008,NE,republican,2375
2008,NE,democrat,557
2008,NE,republican,1725
2008,NE,democrat,549
2008,NE,republican,1116
2008,NE,democrat,1240
2008,NE,republican,2134
2008,NE,democrat,657
2008,NE,republican,1498
2008,NE,democrat,2915
2008,NE,republican,4033
2008,NE,democrat,483
2008,NE,republican,859
2008,NE,democrat,310
2008,NE,republican,1092
2008,NE,democrat,1050
2008,NE,republican,3360
2008,NE,democrat,783
2008,NE,republican,2385
2008,NE,democrat,3796
2008,NE,republican,9373
2008,NE,democrat,668
2008,NE,republican,1822
2008,NE,democrat,1216
2008,NE,republican,3735
2008,NE,democrat,1513
2008,NE,republican,2342
2008,NE,democrat,139
2008,NE,republican,640
2008,NE,democrat,2674
2008,NE,republican,2434
2008,NE,democrat,28010
2008,NE,republican,38816
2008,NE,democrat,3767
2008,NE,republican,6188
2008,NE,democrat,4745
2008,NE,republican,9708
2008,NE,democrat,2703
2008,NE,republican,4647
2008,NE,democrat,454
2008,NE,republican,1941
2008,NE,democrat,585
2008,NE,republican,950
2008,NE,democrat,117
2008,NE,republican,603
2008,NE,democrat,664
2008,NE,republican,1781
2008,NE,democrat,860
2008,NE,republican,1749
2008,NE,democrat,51
2008,NE,republican,331
2008,NE,democrat,1120
2008,NE,republican,972
2008,NE,democrat,706
2008,NE,republican,1657
2008,NE,democrat,3711
2008,NE,republican,6425
2008,NE,democrat,1249
2008,NE,republican,2503
2008,NE,democrat,552
2008,NE,republican,1233
2008,NE,democrat,96
2008,NE,republican,334
2008,NE,democrat,1607
2008,NE,republican,4848
2008,NV,democrat,3494
2008,NV,republican,6832
2008,NV,democrat,380765
2008,NV,republican,257078
2008,NV,democrat,10672
2008,NV,republican,14648
2008,NV,democrat,4541
2008,NV,republican,10969
2008,NV,democrat,104
2008,NV,republican,303
2008,NV,democrat,144
2008,NV,republican,564
2008,NV,democrat,1909
2008,NV,republican,3586
2008,NV,democrat,577
2008,NV,republican,1466
2008,NV,democrat,518
2008,NV,republican,1498
2008,NV,democrat,8405
2008,NV,republican,12154
2008,NV,democrat,1082
2008,NV,republican,1131
2008,NV,democrat,7226
2008,NV,republican,9537
2008,NV,democrat,673
2008,NV,republican,1075
2008,NV,democrat,1102
2008,NV,republican,1247
2008,NV,democrat,99671
2008,NV,republican,76880
2008,NV,democrat,1230
2008,NV,republican,2440
2008,NV,democrat,11623
2008,NV,republican,11419
2008,NH,democrat,16796
2008,NH,republican,16402
2008,NH,democrat,15221
2008,NH,republican,13387
2008,NH,democrat,26971
2008,NH,republican,15205
2008,NH,democrat,9532
2008,NH,republican,6558
2008,NH,democrat,31446
2008,NH,republican,17687
2008,NH,democrat,104820
2008,NH,republican,97178
2008,NH,democrat,45078
2008,NH,republican,34010
2008,NH,democrat,83723
2008,NH,republican,81917
2008,NH,democrat,37990
2008,NH,republican,25021
2008,NH,democrat,13249
2008,NH,republican,9169
2008,NJ,democrat,67830
2008,NJ,republican,49902
2008,NJ,democrat,225367
2008,NJ,republican,186118
2008,NJ,democrat,131219
2008,NJ,republican,89626
2008,NJ,democrat,159259
2008,NJ,republican,73819
2008,NJ,democrat,22893
2008,NJ,republican,27288
2008,NJ,democrat,34919
2008,NJ,republican,22360
2008,NJ,democrat,240306
2008,NJ,republican,74063
2008,NJ,democrat,77267
2008,NJ,republican,60315
2008,NJ,democrat,154140
2008,NJ,republican,55360
2008,NJ,democrat,29776
2008,NJ,republican,39092
2008,NJ,democrat,107926
2008,NJ,republican,50223
2008,NJ,democrat,193812
2008,NJ,republican,123695
2008,NJ,democrat,148737
2008,NJ,republican,160433
2008,NJ,democrat,112275
2008,NJ,republican,132331
2008,NJ,democrat,110189
2008,NJ,republican,160677
