"","year","state","party","candidatevotes","leading_digit"
"16148",2004,"TX","republican",5394,5
"16149",2004,"TX","republican",13474,1
"16150",2004,"TX","republican",1894,1
"16151",2004,"TX","republican",1012,1
"16152",2004,"TX","republican",4576,4
"16153",2004,"TX","republican",1292,1
"16154",2004,"TX","republican",6295,6
"16155",2004,"TX","republican",942,9
"16156",2004,"TX","republican",53392,5
"16157",2004,"TX","republican",2701,2
"16158",2004,"TX","republican",2552,2
"16159",2004,"TX","republican",2803,2
"16160",2004,"TX","republican",544,5
"16161",2004,"TX","republican",499,4
"16162",2004,"TX","republican",1173,1
"16163",2004,"TX","republican",1487,1
"16164",2004,"TX","republican",349462,3
"16165",2004,"TX","republican",37197,3
"16166",2004,"TX","republican",306,3
"16167",2004,"TX","republican",3166,3
"16168",2004,"TX","republican",656,6
"16169",2004,"TX","republican",5709,5
"16170",2004,"TX","republican",28185,2
"16171",2004,"TX","republican",147885,1
"16172",2004,"TX","republican",3985,3
"16173",2004,"TX","republican",5043,5
"16174",2004,"TX","republican",10232,1
"16175",2004,"TX","republican",1009,1
"16176",2004,"TX","republican",5148,5
"16177",2004,"TX","republican",6968,6
"16178",2004,"TX","republican",14976,1
"16179",2004,"TX","republican",20875,2
"16180",2004,"TX","republican",11710,1
"16181",2004,"TX","republican",7679,7
"16182",2004,"TX","republican",2856,2
"16183",2004,"TX","republican",9597,9
"16184",2004,"TX","republican",17753,1
"16185",2004,"TX","republican",9288,9
"16186",2004,"TX","republican",1960,1
"16187",2004,"TX","republican",32472,3
"16188",2004,"TX","republican",3685,3
"16189",2004,"TX","republican",2209,2
"16190",2004,"TX","republican",83284,8
"16191",2004,"TX","republican",10400,1
"16192",2004,"TX","republican",1604,1
"16193",2004,"TX","republican",15177,1
"16194",2004,"TX","republican",12831,1
"16195",2004,"TX","republican",2228,2
"16196",2004,"TX","republican",5874,5
"16197",2004,"TX","republican",1228,1
"16198",2004,"TX","republican",777,7
"16199",2004,"VA","democrat",5518,5
"16200",2004,"VA","democrat",22088,2
"16201",2004,"VA","democrat",3203,3
"16202",2004,"VA","democrat",1862,1
"16203",2004,"VA","democrat",4866,4
"16204",2004,"VA","democrat",2191,2
"16205",2004,"VA","democrat",63987,6
"16206",2004,"VA","democrat",7019,7
"16207",2004,"VA","democrat",828,8
"16208",2004,"VA","democrat",9102,9
"16209",2004,"VA","democrat",846,8
"16210",2004,"VA","democrat",4801,4
"16211",2004,"VA","democrat",4062,4
"16212",2004,"VA","democrat",5275,5
"16213",2004,"VA","democrat",2789,2
"16214",2004,"VA","democrat",6862,6
"16215",2004,"VA","democrat",4878,4
"16216",2004,"VA","democrat",3888,3
"16217",2004,"VA","democrat",2155,2
"16218",2004,"VA","democrat",2223,2
"16219",2004,"VA","democrat",49346,4
"16220",2004,"VA","democrat",2699,2
"16221",2004,"VA","democrat",901,9
"16222",2004,"VA","democrat",5476,5
"16223",2004,"VA","democrat",1721,1
"16224",2004,"VA","democrat",3761,3
"16225",2004,"VA","democrat",4569,4
"16226",2004,"VA","democrat",2007,2
"16227",2004,"VA","democrat",245671,2
"16228",2004,"VA","democrat",10712,1
"16229",2004,"VA","democrat",2488,2
"16230",2004,"VA","democrat",4415,4
"16231",2004,"VA","democrat",8002,8
"16232",2004,"VA","democrat",8853,8
"16233",2004,"VA","democrat",3047,3
"16234",2004,"VA","democrat",5105,5
"16235",2004,"VA","democrat",3583,3
"16236",2004,"VA","democrat",2430,2
"16237",2004,"VA","democrat",2240,2
"16238",2004,"VA","democrat",2514,2
"16239",2004,"VA","democrat",6220,6
"16240",2004,"VA","democrat",13941,1
"16241",2004,"VA","democrat",60864,6
"16242",2004,"VA","democrat",9851,9
"16243",2004,"VA","democrat",522,5
"16244",2004,"VA","democrat",5871,5
"16245",2004,"VA","democrat",11934,1
"16246",2004,"VA","democrat",1506,1
"16247",2004,"VA","democrat",2739,2
"16248",2004,"VA","democrat",2436,2
"16249",2004,"VA","democrat",2477,2
"16250",2004,"VA","democrat",4005,4
"16251",2004,"VA","democrat",47271,4
"16252",2004,"VA","democrat",4844,4
"16253",2004,"VA","democrat",2362,2
"16254",2004,"VA","democrat",2176,2
"16255",2004,"VA","democrat",1589,1
"16256",2004,"VA","democrat",5293,5
"16257",2004,"VA","democrat",1914,1
"16258",2004,"VA","democrat",14128,1
"16259",2004,"VA","democrat",3543,3
"16260",2004,"VA","democrat",2443,2
"16261",2004,"VA","democrat",2775,2
"16262",2004,"VA","democrat",2548,2
"16263",2004,"VA","democrat",2635,2
"16264",2004,"VA","democrat",5015,5
"16265",2004,"VA","democrat",3324,3
"16266",2004,"VA","democrat",2572,2
"16267",2004,"VA","democrat",9274,9
"16268",2004,"VA","democrat",3112,3
"16269",2004,"VA","democrat",3632,3
"16270",2004,"VA","democrat",5066,5
"16271",2004,"VA","democrat",61271,6
"16272",2004,"VA","democrat",5310,5
"16273",2004,"VA","democrat",1837,1
"16274",2004,"VA","democrat",1243,1
"16275",2004,"VA","democrat",16082,1
"16276",2004,"VA","democrat",3627,3
"16277",2004,"VA","democrat",7273,7
"16278",2004,"VA","democrat",5167,5
"16279",2004,"VA","democrat",3324,3
"16280",2004,"VA","democrat",5186,5
"16281",2004,"VA","democrat",4143,4
"16282",2004,"VA","democrat",3431,3
"16283",2004,"VA","democrat",16623,1
"16284",2004,"VA","democrat",17208,1
"16285",2004,"VA","democrat",1954,1
"16286",2004,"VA","democrat",2420,2
"16287",2004,"VA","democrat",7184,7
"16288",2004,"VA","democrat",5241,5
"16289",2004,"VA","democrat",7339,7
"16290",2004,"VA","democrat",3370,3
"16291",2004,"VA","democrat",5802,5
"16292",2004,"VA","democrat",3581,3
"16293",2004,"VA","democrat",10276,1
"16294",2004,"VA","democrat",41116,4
"16295",2004,"VA","democrat",1042,1
"16296",2004,"VA","democrat",2400,2
"16297",2004,"VA","democrat",936,9
"16298",2004,"VA","democrat",11088,1
"16299",2004,"VA","democrat",38744,3
"16300",2004,"VA","democrat",2061,2
"16301",2004,"VA","democrat",1179,1
"16302",2004,"VA","democrat",9436,9
"16303",2004,"VA","democrat",1247,1
"16304",2004,"VA","democrat",5395,5
"16305",2004,"VA","democrat",3944,3
"16306",2004,"VA","democrat",1910,1
"16307",2004,"VA","democrat",4085,4
"16308",2004,"VA","democrat",987,9
"16309",2004,"VA","democrat",32016,3
"16310",2004,"VA","democrat",4726,4
"16311",2004,"VA","democrat",3573,3
"16312",2004,"VA","democrat",1340,1
"16313",2004,"VA","democrat",11727,1
"16314",2004,"VA","democrat",5562,5
"16315",2004,"VA","democrat",1498,1
"16316",2004,"VA","democrat",3036,3
"16317",2004,"VA","democrat",35319,3
"16318",2004,"VA","democrat",43518,4
"16319",2004,"VA","democrat",725,7
"16320",2004,"VA","democrat",9682,9
"16321",2004,"VA","democrat",1424,1
"16322",2004,"VA","democrat",24112,2
"16323",2004,"VA","democrat",2244,2
"16324",2004,"VA","democrat",52167,5
"16325",2004,"VA","democrat",18862,1
"16326",2004,"VA","democrat",4254,4
"16327",2004,"VA","democrat",3756,3
"16328",2004,"VA","democrat",15233,1
"16329",2004,"VA","democrat",70666,7
"16330",2004,"VA","democrat",2792,2
"16331",2004,"VA","democrat",2216,2
"16332",2004,"VA","democrat",3967,3
"16333",2004,"VA","republican",7726,7
"16334",2004,"VA","republican",21189,2
"16335",2004,"VA","republican",3962,3
"16336",2004,"VA","republican",3499,3
"16337",2004,"VA","republican",7758,7
"16338",2004,"VA","republican",4366,4
"16339",2004,"VA","republican",29635,2
"16340",2004,"VA","republican",22100,2
"16341",2004,"VA","republican",1432,1
"16342",2004,"VA","republican",21925,2
"16343",2004,"VA","republican",1962,1
"16344",2004,"VA","republican",10865,1
"16345",2004,"VA","republican",2852,2
"16346",2004,"VA","republican",4507,4
"16347",2004,"VA","republican",3185,3
"16348",2004,"VA","republican",15891,1
"16349",2004,"VA","republican",4999,4
"16350",2004,"VA","republican",8173,8
"16351",2004,"VA","republican",1254,1
"16352",2004,"VA","republican",3166,3
"16353",2004,"VA","republican",83745,8
"16354",2004,"VA","republican",3741,3
"16355",2004,"VA","republican",1706,1
"16356",2004,"VA","republican",10026,1
"16357",2004,"VA","republican",2377,2
"16358",2004,"VA","republican",3591,3
"16359",2004,"VA","republican",6193,6
"16360",2004,"VA","republican",2304,2
"16361",2004,"VA","republican",211980,2
"16362",2004,"VA","republican",19011,1
"16363",2004,"VA","republican",4162,4
"16364",2004,"VA","republican",6458,6
"16365",2004,"VA","republican",14048,1
"16366",2004,"VA","republican",19386,1
"16367",2004,"VA","republican",4320,4
"16368",2004,"VA","republican",11084,1
"16369",2004,"VA","republican",6668,6
"16370",2004,"VA","republican",4655,4
"16371",2004,"VA","republican",4570,4
"16372",2004,"VA","republican",1732,1
"16373",2004,"VA","republican",8363,8
"16374",2004,"VA","republican",35404,3
"16375",2004,"VA","republican",71809,7
"16376",2004,"VA","republican",13358,1
"16377",2004,"VA","republican",982,9
"16378",2004,"VA","republican",9929,9
"16379",2004,"VA","republican",18949,1
"16380",2004,"VA","republican",1737,1
"16381",2004,"VA","republican",5124,5
"16382",2004,"VA","republican",4397,4
"16383",2004,"VA","republican",3724,3
"16384",2004,"VA","republican",5664,5
"16385",2004,"VA","republican",60382,6
"16386",2004,"VA","republican",7083,7
"16387",2004,"VA","republican",2858,2
"16388",2004,"VA","republican",3556,3
"16389",2004,"VA","republican",3497,3
"16390",2004,"VA","republican",7319,7
"16391",2004,"VA","republican",3336,3
"16392",2004,"VA","republican",17070,1
"16393",2004,"VA","republican",3539,3
"16394",2004,"VA","republican",5414,5
"16395",2004,"VA","republican",2669,2
"16396",2004,"VA","republican",3832,3
"16397",2004,"VA","republican",3303,3
"16398",2004,"VA","republican",7749,7
"16399",2004,"VA","republican",6221,6
"16400",2004,"VA","republican",5507,5
"16401",2004,"VA","republican",17673,1
"16402",2004,"VA","republican",8955,8
"16403",2004,"VA","republican",3571,3
"16404",2004,"VA","republican",8131,8
"16405",2004,"VA","republican",69776,6
"16406",2004,"VA","republican",8769,8
"16407",2004,"VA","republican",2172,2
"16408",2004,"VA","republican",2082,2
"16409",2004,"VA","republican",30596,3
"16410",2004,"VA","republican",5412,5
"16411",2004,"VA","republican",21737,2
"16412",2004,"VA","republican",6077,6
"16413",2004,"VA","republican",6479,6
"16414",2004,"VA","republican",11820,1
"16415",2004,"VA","republican",7906,7
"16416",2004,"VA","republican",4018,4
"16417",2004,"VA","republican",28527,2
"16418",2004,"VA","republican",28500,2
"16419",2004,"VA","republican",1543,1
"16420",2004,"VA","republican",1890,1
"16421",2004,"VA","republican",10039,1
"16422",2004,"VA","republican",8600,8
"16423",2004,"VA","republican",14749,1
"16424",2004,"VA","republican",3433,3
"16425",2004,"VA","republican",8330,8
"16426",2004,"VA","republican",7911,7
"16427",2004,"VA","republican",19396,1
"16428",2004,"VA","republican",19844,1
"16429",2004,"VA","republican",1472,1
"16430",2004,"VA","republican",4275,4
"16431",2004,"VA","republican",1417,1
"16432",2004,"VA","republican",4172,4
"16433",2004,"VA","republican",52283,5
"16434",2004,"VA","republican",6129,6
"16435",2004,"VA","republican",1104,1
"16436",2004,"VA","republican",9399,9
"16437",2004,"VA","republican",970,9
"16438",2004,"VA","republican",5045,5
"16439",2004,"VA","republican",2074,2
"16440",2004,"VA","republican",1613,1
"16441",2004,"VA","republican",3390,3
"16442",2004,"VA","republican",1336,1
"16443",2004,"VA","republican",23399,2
"16444",2004,"VA","republican",6165,6
"16445",2004,"VA","republican",4251,4
"16446",2004,"VA","republican",982,9
"16447",2004,"VA","republican",14400,1
"16448",2004,"VA","republican",7257,7
"16449",2004,"VA","republican",1807,1
"16450",2004,"VA","republican",2538,2
"16451",2004,"VA","republican",32208,3
"16452",2004,"VA","republican",26401,2
"16453",2004,"VA","republican",768,7
"16454",2004,"VA","republican",2238,2
"16455",2004,"VA","republican",5004,5
"16456",2004,"VA","republican",15212,1
"16457",2004,"VA","republican",2564,2
"16458",2004,"VA","republican",21637,2
"16459",2004,"VA","republican",16661,1
"16460",2004,"VA","republican",7115,7
"16461",2004,"VA","republican",5805,5
"16462",2004,"VA","republican",16763,1
"16463",2004,"VA","republican",103752,1
"16464",2004,"VA","republican",5092,5
"16465",2004,"VA","republican",2064,2
"16466",2004,"VA","republican",5283,5
"16467",2004,"WI","democrat",5447,5
"16468",2004,"WI","democrat",5805,5
"16469",2004,"WI","democrat",11696,1
"16470",2004,"WI","democrat",5845,5
"16471",2004,"WI","democrat",54935,5
"16472",2004,"WI","democrat",3998,3
"16473",2004,"WI","democrat",4499,4
"16474",2004,"WI","democrat",10290,1
"16475",2004,"WI","democrat",14751,1
"16476",2004,"WI","democrat",6966,6
"16477",2004,"WI","democrat",14300,1
"16478",2004,"WI","democrat",4656,4
"16479",2004,"WI","democrat",181052,1
"16480",2004,"WI","democrat",16690,1
"16481",2004,"WI","democrat",8367,8
"16482",2004,"WI","democrat",16537,1
"16483",2004,"WI","democrat",12039,1
"16484",2004,"WI","democrat",30068,3
"16485",2004,"WI","democrat",993,9
"16486",2004,"WI","democrat",19216,1
"16487",2004,"WI","democrat",2509,2
"16488",2004,"WI","democrat",12864,1
"16489",2004,"WI","democrat",9575,9
"16490",2004,"WI","democrat",3605,3
"16491",2004,"WI","democrat",7122,7
"16492",2004,"WI","democrat",1956,1
"16493",2004,"WI","democrat",5249,5
"16494",2004,"WI","democrat",17925,1
"16495",2004,"WI","democrat",5734,5
"16496",2004,"WI","democrat",40107,4
"16497",2004,"WI","democrat",5175,5
"16498",2004,"WI","democrat",33170,3
"16499",2004,"WI","democrat",4402,4
"16500",2004,"WI","democrat",4751,4
"16501",2004,"WI","democrat",7484,7
"16502",2004,"WI","democrat",20652,2
"16503",2004,"WI","democrat",30899,3
"16504",2004,"WI","democrat",10190,1
"16505",2004,"WI","democrat",3785,3
"16506",2004,"WI","democrat",1412,1
"16507",2004,"WI","democrat",297653,2
"16508",2004,"WI","democrat",8973,8
"16509",2004,"WI","democrat",8534,8
"16510",2004,"WI","democrat",10464,1
"16511",2004,"WI","democrat",40169,4
"16512",2004,"WI","democrat",17714,1
"16513",2004,"WI","democrat",2181,2
"16514",2004,"WI","democrat",11176,1
"16515",2004,"WI","democrat",11173,1
"16516",2004,"WI","democrat",21861,2
"16517",2004,"WI","democrat",4349,4
"16518",2004,"WI","democrat",48229,4
"16519",2004,"WI","democrat",4501,4
"16520",2004,"WI","democrat",46598,4
"16521",2004,"WI","democrat",3820,3
"16522",2004,"WI","democrat",18784,1
"16523",2004,"WI","democrat",15708,1
"16524",2004,"WI","democrat",4411,4
"16525",2004,"WI","democrat",8657,8
"16526",2004,"WI","democrat",27608,2
"16527",2004,"WI","democrat",3829,3
"16528",2004,"WI","democrat",8075,8
"16529",2004,"WI","democrat",7924,7
"16530",2004,"WI","democrat",5713,5
"16531",2004,"WI","democrat",19177,1
"16532",2004,"WI","democrat",4705,4
"16533",2004,"WI","democrat",21234,2
"16534",2004,"WI","democrat",73626,7
"16535",2004,"WI","democrat",10792,1
"16536",2004,"WI","democrat",5257,5
"16537",2004,"WI","democrat",40943,4
"16538",2004,"WI","democrat",18950,1
"16539",2004,"WI","republican",4890,4
"16540",2004,"WI","republican",3313,3
"16541",2004,"WI","republican",12030,1
"16542",2004,"WI","republican",3754,3
"16543",2004,"WI","republican",67173,6
"16544",2004,"WI","republican",3502,3
"16545",2004,"WI","republican",4743,4
"16546",2004,"WI","republican",14721,1
"16547",2004,"WI","republican",15450,1
"16548",2004,"WI","republican",7966,7
"16549",2004,"WI","republican",14956,1
"16550",2004,"WI","republican",3680,3
"16551",2004,"WI","republican",90369,9
"16552",2004,"WI","republican",27201,2
"16553",2004,"WI","republican",8910,8
"16554",2004,"WI","republican",8448,8
"16555",2004,"WI","republican",10879,1
"16556",2004,"WI","republican",24653,2
"16557",2004,"WI","republican",1703,1
"16558",2004,"WI","republican",33291,3
"16559",2004,"WI","republican",2608,2
"16560",2004,"WI","republican",12208,1
"16561",2004,"WI","republican",8497,8
"16562",2004,"WI","republican",6472,6
"16563",2004,"WI","republican",5348,5
"16564",2004,"WI","republican",1884,1
"16565",2004,"WI","republican",4387,4
"16566",2004,"WI","republican",23776,2
"16567",2004,"WI","republican",6473,6
"16568",2004,"WI","republican",35587,3
"16569",2004,"WI","republican",5970,5
"16570",2004,"WI","republican",28289,2
"16571",2004,"WI","republican",3929,3
"16572",2004,"WI","republican",6235,6
"16573",2004,"WI","republican",8024,8
"16574",2004,"WI","republican",23027,2
"16575",2004,"WI","republican",36394,3
"16576",2004,"WI","republican",11866,1
"16577",2004,"WI","republican",4604,4
"16578",2004,"WI","republican",288,2
"16579",2004,"WI","republican",180287,1
"16580",2004,"WI","republican",10375,1
"16581",2004,"WI","republican",11043,1
"16582",2004,"WI","republican",11351,1
"16583",2004,"WI","republican",48903,4
"16584",2004,"WI","republican",34904,3
"16585",2004,"WI","republican",1853,1
"16586",2004,"WI","republican",10437,1
"16587",2004,"WI","republican",12095,1
"16588",2004,"WI","republican",16546,1
"16589",2004,"WI","republican",4312,4
"16590",2004,"WI","republican",52456,5
"16591",2004,"WI","republican",4836,4
"16592",2004,"WI","republican",33151,3
"16593",2004,"WI","republican",3985,3
"16594",2004,"WI","republican",22679,2
"16595",2004,"WI","republican",14415,1
"16596",2004,"WI","republican",4951,4
"16597",2004,"WI","republican",12150,1
"16598",2004,"WI","republican",34458,3
"16599",2004,"WI","republican",5582,5
"16600",2004,"WI","republican",5878,5
"16601",2004,"WI","republican",6774,6
"16602",2004,"WI","republican",8155,8
"16603",2004,"WI","republican",28754,2
"16604",2004,"WI","republican",4762,4
"16605",2004,"WI","republican",50641,5
"16606",2004,"WI","republican",154926,1
"16607",2004,"WI","republican",15941,1
"16608",2004,"WI","republican",6888,6
"16609",2004,"WI","republican",46542,4
"16610",2004,"WI","republican",20592,2
"16611",2004,"WV","democrat",2610,2
"16612",2004,"WV","democrat",12244,1
"16613",2004,"WV","democrat",5933,5
"16614",2004,"WV","democrat",3035,3
"16615",2004,"WV","democrat",5493,5
"16616",2004,"WV","democrat",16583,1
"16617",2004,"WV","democrat",1266,1
"16618",2004,"WV","democrat",1835,1
"16619",2004,"WV","democrat",800,8
"16620",2004,"WV","democrat",8971,8
"16621",2004,"WV","democrat",1159,1
"16622",2004,"WV","democrat",963,9
"16623",2004,"WV","democrat",6084,6
"16624",2004,"WV","democrat",2455,2
"16625",2004,"WV","democrat",6906,6
"16626",2004,"WV","democrat",1617,1
"16627",2004,"WV","democrat",13238,1
"16628",2004,"WV","democrat",5384,5
"16629",2004,"WV","democrat",9301,9
"16630",2004,"WV","democrat",43010,4
"16631",2004,"WV","democrat",2475,2
"16632",2004,"WV","democrat",4048,4
"16633",2004,"WV","democrat",7877,7
"16634",2004,"WV","democrat",4501,4
"16635",2004,"WV","democrat",12771,1
"16636",2004,"WV","democrat",6435,6
"16637",2004,"WV","democrat",5408,5
"16638",2004,"WV","democrat",9178,9
"16639",2004,"WV","democrat",3518,3
"16640",2004,"WV","democrat",5983,5
"16641",2004,"WV","democrat",16313,1
"16642",2004,"WV","democrat",2311,2
"16643",2004,"WV","democrat",2272,2
"16644",2004,"WV","democrat",4788,4
"16645",2004,"WV","democrat",8543,8
"16646",2004,"WV","democrat",1381,1
"16647",2004,"WV","democrat",1349,1
"16648",2004,"WV","democrat",1573,1
"16649",2004,"WV","democrat",3963,3
"16650",2004,"WV","democrat",9301,9
"16651",2004,"WV","democrat",11815,1
"16652",2004,"WV","democrat",4892,4
"16653",2004,"WV","democrat",1070,1
"16654",2004,"WV","democrat",2612,2
"16655",2004,"WV","democrat",2504,2
"16656",2004,"WV","democrat",2617,2
"16657",2004,"WV","democrat",1400,1
"16658",2004,"WV","democrat",1401,1
"16659",2004,"WV","democrat",3034,3
"16660",2004,"WV","democrat",8411,8
"16661",2004,"WV","democrat",1965,1
"16662",2004,"WV","democrat",3330,3
"16663",2004,"WV","democrat",896,8
"16664",2004,"WV","democrat",14025,1
"16665",2004,"WV","democrat",3694,3
"16666",2004,"WV","republican",4004,4
"16667",2004,"WV","republican",21293,2
"16668",2004,"WV","republican",4207,4
"16669",2004,"WV","republican",2986,2
"16670",2004,"WV","republican",5189,5
"16671",2004,"WV","republican",21035,2
"16672",2004,"WV","republican",1360,1
"16673",2004,"WV","republican",2198,2
"16674",2004,"WV","republican",2362,2
"16675",2004,"WV","republican",7881,7
"16676",2004,"WV","republican",1665,1
"16677",2004,"WV","republican",4063,4
"16678",2004,"WV","republican",8358,8
"16679",2004,"WV","republican",5489,5
"16680",2004,"WV","republican",7298,7
"16681",2004,"WV","republican",3635,3
"16682",2004,"WV","republican",17111,1
"16683",2004,"WV","republican",7686,7
"16684",2004,"WV","republican",10539,1
"16685",2004,"WV","republican",44430,4
"16686",2004,"WV","republican",4445,4
"16687",2004,"WV","republican",4102,4
"16688",2004,"WV","republican",7047,7
"16689",2004,"WV","republican",2762,2
"16690",2004,"WV","republican",12150,1
"16691",2004,"WV","republican",8516,8
"16692",2004,"WV","republican",6487,6
"16693",2004,"WV","republican",13057,1
"16694",2004,"WV","republican",7854,7
"16695",2004,"WV","republican",4612,4
"16696",2004,"WV","republican",17670,1
"16697",2004,"WV","republican",3590,3
"16698",2004,"WV","republican",4511,4
"16699",2004,"WV","republican",5485,5
"16700",2004,"WV","republican",11694,1
"16701",2004,"WV","republican",2146,2
"16702",2004,"WV","republican",2061,2
"16703",2004,"WV","republican",2295,2
"16704",2004,"WV","republican",7855,7
"16705",2004,"WV","republican",15716,1
"16706",2004,"WV","republican",18519,1
"16707",2004,"WV","republican",6512,6
"16708",2004,"WV","republican",3086,3
"16709",2004,"WV","republican",3440,3
"16710",2004,"WV","republican",2978,2
"16711",2004,"WV","republican",3893,3
"16712",2004,"WV","republican",2179,2
"16713",2004,"WV","republican",2798,2
"16714",2004,"WV","republican",6191,6
"16715",2004,"WV","republican",10070,1
"16716",2004,"WV","republican",1724,1
"16717",2004,"WV","republican",3656,3
"16718",2004,"WV","republican",1727,1
"16719",2004,"WV","republican",24948,2
"16720",2004,"WV","republican",4985,4
"16721",2008,"AL","democrat",6093,6
"16722",2008,"AL","democrat",19386,1
"16723",2008,"AL","democrat",5697,5
"16724",2008,"AL","democrat",2299,2
"16725",2008,"AL","democrat",3522,3
"16726",2008,"AL","democrat",4011,4
"16727",2008,"AL","democrat",4188,4
"16728",2008,"AL","democrat",16334,1
"16729",2008,"AL","democrat",6799,6
"16730",2008,"AL","democrat",2306,2
"16731",2008,"AL","democrat",3674,3
"16732",2008,"AL","democrat",3636,3
"16733",2008,"AL","democrat",5914,5
"16734",2008,"AL","democrat",1760,1
"16735",2008,"AL","democrat",1168,1
"16736",2008,"AL","democrat",5079,5
"16737",2008,"AL","democrat",9703,9
"16738",2008,"AL","democrat",3429,3
"16739",2008,"AL","democrat",2273,2
"16740",2008,"AL","democrat",3240,3
"16741",2008,"AL","democrat",1938,1
"16742",2008,"AL","democrat",5864,5
"16743",2008,"AL","democrat",5270,5
"16744",2008,"AL","democrat",13986,1
"16745",2008,"AL","democrat",5658,5
"16746",2008,"AL","democrat",8301,8
"16747",2008,"AL","democrat",5188,5
"16748",2008,"AL","democrat",13497,1
"16749",2008,"AL","democrat",1994,1
"16750",2008,"AL","democrat",3469,3
"16751",2008,"AL","democrat",2134,2
"16752",2008,"AL","democrat",4408,4
"16753",2008,"AL","democrat",4982,4
"16754",2008,"AL","democrat",3018,3
"16755",2008,"AL","democrat",12225,1
"16756",2008,"AL","democrat",6374,6
"16757",2008,"AL","democrat",166121,1
"16758",2008,"AL","democrat",1614,1
"16759",2008,"AL","democrat",13329,1
"16760",2008,"AL","democrat",5164,5
"16761",2008,"AL","democrat",21498,2
"16762",2008,"AL","democrat",9536,9
"16763",2008,"AL","democrat",5449,5
"16764",2008,"AL","democrat",9450,9
"16765",2008,"AL","democrat",64117,6
"16766",2008,"AL","democrat",5926,5
"16767",2008,"AL","democrat",2600,2
"16768",2008,"AL","democrat",7038,7
"16769",2008,"AL","democrat",82181,8
"16770",2008,"AL","democrat",5025,5
"16771",2008,"AL","democrat",62166,6
"16772",2008,"AL","democrat",13895,1
"16773",2008,"AL","democrat",4457,4
"16774",2008,"AL","democrat",4594,4
"16775",2008,"AL","democrat",5879,5
"16776",2008,"AL","democrat",3064,3
"16777",2008,"AL","democrat",10085,1
"16778",2008,"AL","democrat",6091,6
"16779",2008,"AL","democrat",20625,2
"16780",2008,"AL","democrat",5264,5
"16781",2008,"AL","democrat",13779,1
"16782",2008,"AL","democrat",6063,6
"16783",2008,"AL","democrat",32796,3
"16784",2008,"AL","democrat",7420,7
"16785",2008,"AL","democrat",3067,3
"16786",2008,"AL","democrat",4612,4
"16787",2008,"AL","democrat",1757,1
"16788",2008,"AL","republican",17403,1
"16789",2008,"AL","republican",61271,6
"16790",2008,"AL","republican",5866,5
"16791",2008,"AL","republican",6262,6
"16792",2008,"AL","republican",20389,2
"16793",2008,"AL","republican",1391,1
"16794",2008,"AL","republican",5485,5
"16795",2008,"AL","republican",32348,3
"16796",2008,"AL","republican",8067,8
"16797",2008,"AL","republican",7298,7
"16798",2008,"AL","republican",13960,1
"16799",2008,"AL","republican",4223,4
"16800",2008,"AL","republican",7466,7
"16801",2008,"AL","republican",4984,4
"16802",2008,"AL","republican",5216,5
"16803",2008,"AL","republican",14919,1
"16804",2008,"AL","republican",14739,1
"16805",2008,"AL","republican",3470,3
"16806",2008,"AL","republican",3248,3
"16807",2008,"AL","republican",12444,1
"16808",2008,"AL","republican",4319,4
"16809",2008,"AL","republican",28896,2
"16810",2008,"AL","republican",13886,1
"16811",2008,"AL","republican",6798,6
"16812",2008,"AL","republican",17957,1
"16813",2008,"AL","republican",25777,2
"16814",2008,"AL","republican",9375,9
"16815",2008,"AL","republican",30595,3
"16816",2008,"AL","republican",5883,5
"16817",2008,"AL","republican",8048,8
"16818",2008,"AL","republican",9417,9
"16819",2008,"AL","republican",876,8
"16820",2008,"AL","republican",3200,3
"16821",2008,"AL","republican",5585,5
"16822",2008,"AL","republican",29254,2
"16823",2008,"AL","republican",14083,1
"16824",2008,"AL","republican",149921,1
"16825",2008,"AL","republican",5419,5
"16826",2008,"AL","republican",24068,2
"16827",2008,"AL","republican",9277,9
"16828",2008,"AL","republican",32230,3
"16829",2008,"AL","republican",23598,2
"16830",2008,"AL","republican",1809,1
"16831",2008,"AL","republican",1396,1
"16832",2008,"AL","republican",86965,8
"16833",2008,"AL","republican",5516,5
"16834",2008,"AL","republican",9536,9
"16835",2008,"AL","republican",25727,2
"16836",2008,"AL","republican",98049,9
"16837",2008,"AL","republican",6175,6
"16838",2008,"AL","republican",42031,4
"16839",2008,"AL","republican",36014,3
"16840",2008,"AL","republican",1679,1
"16841",2008,"AL","republican",5434,5
"16842",2008,"AL","republican",8004,8
"16843",2008,"AL","republican",7175,7
"16844",2008,"AL","republican",8705,8
"16845",2008,"AL","republican",27649,2
"16846",2008,"AL","republican",69060,6
"16847",2008,"AL","republican",1731,1
"16848",2008,"AL","republican",20112,2
"16849",2008,"AL","republican",13116,1
"16850",2008,"AL","republican",45405,4
"16851",2008,"AL","republican",20722,2
"16852",2008,"AL","republican",5654,5
"16853",2008,"AL","republican",1868,1
"16854",2008,"AL","republican",8103,8
"16855",2008,"AR","democrat",2619,2
"16856",2008,"AR","democrat",2976,2
"16857",2008,"AR","democrat",6539,6
"16858",2008,"AR","democrat",23331,2
"16859",2008,"AR","democrat",4435,4
"16860",2008,"AR","democrat",1680,1
"16861",2008,"AR","democrat",691,6
"16862",2008,"AR","democrat",4172,4
"16863",2008,"AR","democrat",3043,3
"16864",2008,"AR","democrat",4267,4
"16865",2008,"AR","democrat",2244,2
"16866",2008,"AR","democrat",2951,2
